Date,Team 1,Team 2,Venue (wrt Team 1),Predicted Spread,DK Line (Time of Bet),Closing Line,Actual Score,Units Risked,Error,Vegas Error,CLV,W/L,Payoff
1/27/2026,Buffalo,Bowling Green,A,Bowling Green -8.12,Buffalo +8.5 (-120),Buffalo +8,"89-78, Buffalo",0,19.12,19,0.5,WIN,0
1/27/2026,Ohio,Kent St.,A,Kent St. -8.09,Kent St. -7.5 (-115),Kent St. -5.5,"72-57, Kent St.",0,6.91,9.5,-2,WIN,0
1/27/2026,McNeese St.,Southeastern Louisiana,A,McNeese St. -8.78,Southeastern Louisiana +12.5 (-118),Southeastern Louisiana +12.5,"76-66, McNeese St.",1,1.22,2.5,0,WIN,0.847457627
1/27/2026,Eastern Michigan,Central Michigan,A,Eastern Michigan -4.71,Eastern Michigan -3.5 (-115),Eastern Michigan -3,"100-65, Central Michigan",0,39.71,38,-0.5,LOSS,0
1/27/2026,East Texas A&M,Lamar,A,Lamar -5.7,East Texas A&M +6.5 (-108),East Texas A&M +6,"82-61, Lamar",0,15.3,15,0.5,LOSS,0
1/27/2026,Providence,Connecticut,A,Connecticut -13.84,Providence +16.5 (-115),Providence +15.5,"87-81, Connecticut",1,7.84,9.5,1,WIN,0.869565217
1/27/2026,Missouri  ,Alabama,A,Alabama -11.71,Alabama -10.5 (-112),Alabama -10.5,"90-64, Alabama",0,14.29,15.5,0,WIN,0
1/27/2026,George Washington,Saint Louis,A,Saint Louis -9.33,George Washington +10.5 (-115),George Washington +10.5,"79-76, Saint Louis",0,6.33,7.5,0,WIN,0
1/27/2026,Georgia Tech,Virginia Tech,A,Virginia Tech -10.54,Virignia Tech -9.5 (-110),Virginia Tech -9.5,"71-65, Virginia Tech",0,4.54,3.5,0,LOSS,0
1/27/2026,Incarnate Word,Houston Christian,A,Incarnate Word -0.05,Houston Christian +1.5 (-112),Houston Christian +1,"81-75, Houston Christian",0,6.05,7,0.5,WIN,0
1/27/2026,Western Michigan,Northern Illinois,A,Northern Illinois -0.05,Northern Illinois +1.5 (-110),Northern Illinois -1,"85-65, Northern Illinois",0,19.95,19,2.5,WIN,0
1/27/2026,Indiana St.,Illinois Chicago,A,Illinois Chicago -7.48,Illinois Chicago -6.5 (-102),Illinois Chicago -6,"76-74, Illinois Chicago",0,5.48,4,-0.5,LOSS,0
1/27/2026,Kansas St.,West Virginia,A,West Virginia -7.55,West Virginia -7.5 (-120),West Virginia -7.5,"59-54, West Virginia",0,2.55,2.5,0,LOSS,0
1/27/2026,Purdue,Indiana,A,Purdue -1.23,Indiana +4.5 (-108),Indiana +4.5,"72-67, Indiana",1,6.23,9.5,0,WIN,0.925925926
1/27/2026,Kentucky,Vanderbilt,A,Vanderbilt -9.58,Vanderbilt -6.5 (-105),Vanderbilt -5.5,"80-55, Vanderbilt",1,15.42,19.5,-1,WIN,0.952380952
1/27/2026,Massachusetts,Miami OH,A,Miami OH -11.16,Miami OH -9.5 (-112),Miami OH -9,"86-84, Miami OH",0,9.16,7,-0.5,LOSS,0
1/27/2026,Saint Joseph's,Loyola Chicago,A,Saint Joseph's  -5.88,Saint Joseph's -3.5 (-115),Saint Joseph's -1.5,"85-64, Saint Joseph's",0,15.12,19.5,-2,WIN,0
1/27/2026,Creighton,Marquette,A,Creighton -2.52,Creighton -2.5 (-105),Creighton -1.5,"86-62, Marquette",0,26.52,25.5,-1,LOSS,0
1/27/2026,Boise St.,San Jose St.,A,Boise St. -9.55,San Jose St. +10.5 (-108),San Jose St. +12.5,"89-58, San Jose St.",0,40.55,43.5,-2,WIN,0
1/27/2026,Grand Canyon,Nevada,A,Nevada -2.18,Grand Canyon +3.5 (-108),Grand Canyon +3.5,"66-60, Nevada",0,3.82,2.5,0,LOSS,0
1/27/2026,New Mexico,UNLV,A,New Mexico -3.14,UNLV +4.5 (-108),UNLV +4,"89-61, New Mexico",0,24.86,24,0.5,LOSS,0
1/28/2026,Lehigh,Army,A,Army -1.34,Army +3.5 (-110),Army +1.5,"67-64, Army",1,1.66,4.5,2,WIN,0.909090909
1/28/2026,Baylor,Cincinnati,A,Cincinnati -3.68,Baylor +4.5 (-115),Baylor +4,"67-57, Cincinnati",0,6.32,6,0.5,LOSS,0
1/28/2026,Tennessee,Georgia,A,Georgia -1.09,Tennessee +2.5 (-105),Tennessee -1,"86-85, Tennessee",0,2.09,0,3.5,WIN,0
1/28/2026,California,Florida St.,A,Florida St. -2.15,California +3.5 (-115),California +3.5,"63-61, Florida St.",0,0.15,1.5,0,WIN,0
1/28/2026,Texas,Auburn,A,Auburn -4.58,Texas +5.5 (-102),Texas +6.5,"88-82, Auburn",0,1.42,0.5,-1,LOSS,0
1/28/2026,Butler,St. John's,A,St. John's -8.94,Butler +12.5 (-112),Butler +12.5,"92-70, St. John's",1,13.06,9.5,0,LOSS,-1
1/28/2026,USC,Iowa,A,Iowa -10.33,Iowa -9.5 (-120),Iowa -9.5,"73-72, Iowa",0,9.33,8.5,0,LOSS,0
1/28/2026,Northern Iowa,Southern Illinois,A,Southern Illinois -0.23,Northern Iowa +1.5 (-105),Northern Iowa +0,"65-50, Southern Illinois",0,14.77,15,1.5,LOSS,0
1/28/2026,Oakland,Purdue Fort Wayne,A,Oakland -1.15,Purdue Fort Wayne +1.5 (-112),Portland Fort Wayne +1,"74-65, Oakland",0,7.85,8,0.5,LOSS,0
1/28/2026,Mississippi St.,LSU,A,LSU -9.24,LSU -6.5 (-105),LSU -7.5,"80-66, Mississippi St.",1,23.24,21.5,1,LOSS,-1
1/28/2026,Central Arkansas,Queens,A,Queens -1.77,Central Arkansas +5.5 (-105),Central Arkansas +5.5,"100-90, Central Arkansas",1,11.77,15.5,0,WIN,0.952380952
1/28/2026,Western Kentucky,Kennesaw St.,A,Kennesaw St. -4.69,Western Kentucky +5.5 (-108),Western Kentucky +4.5,"72-69, Kennesaw St.",0,1.69,1.5,1,WIN,0
1/28/2026,Davidson,George Mason,A,George Mason -5.59,Davidson +7.5 (-105),Davidson +6.5,"60-52, George Mason",0,2.41,1.5,1,LOSS,0
1/28/2026,Rice,East Carolina,A,East Carolina -1.23,Rice +1.5 (-118),Rice +2.5,"83-77, Rice",0,7.23,8.5,-1,WIN,0
1/28/2026,Austin Peay,Eastern Kentucky,A,Austin Peay -3.94,Austin Peay +0 (+114),Austin Peay -2,"90-82, Austin Peay",1,4.06,6,2,WIN,1.14
1/28/2026,St. Bonaventure,Duquesne,A,Duquesne -6.33,Duquesne -3.5 (-108),Duquesne -3.5,"87-79, St. Bonaventure",1,14.33,11.5,0,LOSS,-1
1/28/2026,Jacksonville St.,FIU,A,FIU -5.28,FIU -4.5 (-112),FIU -4,"78-74, Jacksonville St.",0,9.28,8,-0.5,LOSS,0
1/28/2026,Charlotte,Temple,A,Temple -3.87,Charlotte +4.5 (-112),Charlotte +4.5,"80-76, Charlotte",0,7.87,8.5,0,WIN,0
1/28/2026,Navy,Boston University,A,Navy -1.82,Navy -1.5 (-115),Navy -1.5,"58-50, Navy",0,6.18,6.5,0,WIN,0
1/28/2026,La Salle,Fordham,A,Fordham -5.21,Fordham -4.5 (-110),Fordham -5.5,"64-58, Fordham",0,0.79,0.5,1,WIN,0
1/28/2026,IU Indy,Robert Morris,A,Robert Morris -7.69,IU Indy +8.5 (-105),IU Indy +8.5,"74-58, Robert Morris",0,8.31,7.5,0,LOSS,0
1/28/2026,American,Loyola MD,A,American -6.81,American -4.5 (-105),American -3.5,"77-68, Loyola MD",0,15.81,12.5,-1,LOSS,0
1/28/2026,West Georgia,Bellarmine,A,Bellarmine -1.24,West Georgia +5.5 (-112),West Georgia +2.5,"77-74, Bellarmine",0,1.76,0.5,3,WIN,0
1/28/2026,Bucknell,Lafayette,A,Lafayette -3.3,Bucknell +3.5 (-110),Bucknell +4.5,"81-79, Lafayette",0,1.3,2.5,-1,WIN,0
1/28/2026,Holy Cross,Colgate,A,Colgate -10.96,Colgate -10.5 (-116),Colgate -10.5,"79-74, Colgate",0,5.96,5.5,0,LOSS,0
1/28/2026,Xavier,Seton Hall,A,Seton Hall -5.95,Xavier +6.5 (-108),Xavier +6,"86-68, Seton Hall",0,12.05,12,0.5,LOSS,0
1/28/2026,Evansville,Drake,A,Drake -7.92,Evansville +9.5 (-105),Evansville +8.5,"82-78, Drake",0,3.92,4.5,1,WIN,0
1/28/2026,Sam Houston St.,Missouri St.,A,Missouri St. -2.06,Missouri St. -1.5 (-115),Missouri St. -1,"80-71, Sam Houston St.",0,11.06,10,-0.5,LOSS,0
1/28/2026,Belmont,Valparaiso,A,Belmont -2.33,Valparaiso +4.5 (-110),Valparaiso +5.5,"78-77, Belmont",0,1.33,4.5,-1,WIN,0
1/28/2026,South Dakota St.,Nebraska Omaha,A,South Dakota St. -0.92,Nebraska Omaha +1.5 (-102),Nebraska Omaha +2,"80-71, Nebraska Omaha",0,9.92,11,-0.5,WIN,0
1/28/2026,Marshall,Texas St.,A,Marshall -1.08,Texas St. +3.5 (-115),Texas St. +4,"72-68, Texas St.",0,5.08,8,-0.5,WIN,0
1/28/2026,North Texas,Tulsa,A,Tulsa -12.81,Tulsa -9.5 (+100),Tulsa -9,"82-66, Tulsa",1,3.19,7,-0.5,WIN,1
1/28/2026,Old Dominion,Arkansas St.,A,Arkansas St. -10.32,Arkansas St. -9.5 (-105),Arkansas St. -10,"75-71, Old Dominion",0,14.32,14,0.5,LOSS,0
1/28/2026,Denver,UMKC,A,Denver -3.75,UMKC +4.5 (-115),UMKC +3.5,"69-61, Denver",0,4.25,4.5,1,LOSS,0
1/28/2026,UAB,UTSA,A,UAB -14.47,UAB -13.5 (-110),UAB -12.5,"83-73, UAB",0,4.47,2.5,-1,LOSS,0
1/28/2026,Mississippi Valley St.,Southern,A,Southern -19.73,Mississippi Valley St. +21.5 (-105),Mississippi Valley St. +20.5,"80-69, Southern",0,8.73,9.5,1,WIN,0
1/28/2026,DePaul,Georgetown,A,Georgetown -2.94,DePaul +3.5 (-110),DePaul +3.5,"70-61, Georgetown",0,6.06,5.5,0,LOSS,0
1/28/2026,Houston,TCU,A,Houston -8.08,TCU +8.5 (-115),TCU +8,"79-70, Houston",0,0.92,1,0.5,LOSS,0
1/28/2026,Illinois St.,Murray St.,A,Murray St. -2.64,Illinois St. +3.5 (-110),Illinois St. +3,"70-65, Illinois St.",0,7.64,8,0.5,WIN,0
1/28/2026,Florida,South Carolina  ,A,Florida -11.74,Florida -10.5 (-115),Florida -14,"95-48, Florida",0,35.26,33,3.5,WIN,0
1/28/2026,Stanford,Miami FL,A,Miami FL -7.46,Stanford +9.5 (-118),Stanford +9,"79-70, Miami FL",0,1.54,0,0.5,WIN,0
1/28/2026,Minnesota,Wisconsin,A,Wisconsin -7.56,Minnesota +8.5 (-115),Minnesota +10,"67-63, Wisconsin",0,3.56,6,-1.5,WIN,0
1/28/2026,Wyoming,Utah St.,A,Utah St. -10.57,Wyoming +13.5 (-112),Wyoming +13.5,"94-62, Utah St.",0,21.43,18.5,0,LOSS,0
1/28/2026,South Florida,Tulane,A,South Florida -8.2,South Florida -7.5 (-105),South Florida -8.5,"97-83, South Florida",0,5.8,5.5,1,WIN,0
1/28/2026,San Diego,Pepperdine,A,San Diego -0.25,Pepperdine +1.5 (-105),Pepperdine +2.5,"92-88, San Diego",0,3.75,1.5,-1,LOSS,0
1/28/2026,Louisiana Tech,UTEP,A,UTEP -1.75,Louisiana Tech +2.5 (-115),Louisiana Tech +2,"69-59, Louisiana Tech",0,11.75,12,0.5,WIN,0
1/28/2026,Delaware  ,New Mexico St.,A,New Mexico St. -13.87,New Mexico St. -11.5 (-112),New Mexico St. -13,"73-64, Delawre",0,22.87,22,1.5,LOSS,0
1/28/2026,Seattle,Washington St.,A,Washington St. -3.1,Washington St. -1.5 (-115),Washington St. -1.5,"70-58, Washington St.",0,8.9,10.5,0,WIN,0
1/28/2026,Portland  ,Pacific,A,Pacific -7.04,Portland +7.5 (-108),Portland +8,"74-51, Pacific",0,15.96,15,-0.5,LOSS,0
1/28/2026,Oregon St.,Loyola Marymount,A,Loyola Marymount -5.47,Oregon St. +6.5 (-112),Oregon St. +5.5,"72-69, Oregon St.",0,8.47,8.5,1,WIN,0
1/28/2026,Colorado St.,San Diego St.,A,San Diego St. -8.03,Colorado St. +8.5 (-105),Colorado St. +9.5,"73-50, San Diego St.",0,14.97,13.5,-1,LOSS,0
1/28/2026,UCLA,Oregon,A,Oregon -1.03,Oregon +4.5 (-105),Oregon +4.5,"73-57, UCLA",0,17.03,11.5,0,LOSS,0
1/28/2026,San Francisco,Santa Clara,A,Santa Clara -11.22,Santa Clara -9.5 (-118),Santa Clara -9.5,"88-73, Santa Clara",0,3.78,5.5,0,WIN,0
1/29/2026,Samford,Furman,A,Furman -8.74,Furman -6.5 (-115),Furman -5.5,"78-73, Furman",0,3.74,0.5,-1,LOSS,0
1/29/2026,Wofford,Chattanooga,A,Wofford -2.4,Wofford +1.5 (-110),Wofford +1,"81-55, Wofford",1,23.6,27,0.5,WIN,0.909090909
1/29/2026,UMass Lowell,New Hampshire,A,New Hampshire -5.25,New Hampshire -3.5 (-110),New Hampshire -3.5,"66-61, New Hampshire",0,0.25,1.5,0,WIN,0
1/29/2026,Bryant,Binghamton,A,Bryant -0.95,Bryant +1.5 (-115),Bryant -2,"63-60, Binghamton",0,3.95,5,3.5,LOSS,0
1/29/2026,NJIT,Albany,A,Albany -7.1,Albany -5.5 (-105),Albany -5.5,"77-68, NJIT",0,16.1,14.5,0,LOSS,0
1/29/2026,Gardner Webb,UNC Asheville,A,UNC Asheville -17.02,Gardner Webb +17.5 (-112),Gardner Webb +17.5,"69-50, UNC Asheville",0,1.98,1.5,0,LOSS,0
1/29/2026,William & Mary,Elon,A,Elon -0.49,Elon +1.5 (-122),Elon +1.5,"79-76, Elon",0,2.51,4.5,0,WIN,0
1/29/2026,Liberty,Middle Tennessee,A,Middle Tennessee -0.97,Middle Tennessee +1.5 (-102),Middle Tennessee +1,"81-65, Liberty",0,16.97,15,0.5,LOSS,0
1/29/2026,Colorado  ,Iowa St.,A,Iowa St. -15.34,Colorado +17.5 (-110),Colorado +17.5,"97-67, Iowa St.",0,14.66,12.5,0,LOSS,0
1/29/2026,Stony Brook,Campbell,A,Campbell -5.02,Stony Brook +6.5 (-112),Stony Brook +4.5,"81-69, Stony Brook",0,17.02,16.5,2,WIN,0
1/29/2026,Charleston,Hofstra,A,Hofstra -5.52,Hofstra -4.5 (-105),Hofstra -3,"66-64, Charleston",0,7.52,5,-1.5,LOSS,0
1/29/2026,Radford,Charleston Southern,A,Charleston Southern -3.48,Radford +3.5 (-110),Radford -1.5,"84-75, Radford",0,12.48,7.5,5,WIN,0
1/29/2026,Longwood,USC Upstate,A,USC Upstate -0.27,Longwood +2.5 (-115),Longwood -1.5,"65-60, USC Upstate",0,4.73,6.5,4,LOSS,0
1/29/2026,Lipscomb,Jacksonville,A,Lipscomb -2.97,Jacksonville +5.5 (-118),Jacksonville +3.5,"70-65, Jacksonville",1,7.97,8.5,2,WIN,0.847457627
1/29/2026,Le Moyne,LIU,A,LIU -4.65,Le Moyne +6.5 (-115),Le Moyne +8.5,"83-61, Le Moyne",0,26.65,30.5,-2,WIN,0
1/29/2026,James Madison,Troy,A,Troy -11.72,Troy -8.5 (-115),Troy -9.5,"73-64, James Madison",1,20.72,18.5,1,LOSS,-1
1/29/2026,UMBC,Vermont,A,Vermont -5.92,UMBC +7.5 (-102),UMBC +8.5,"64-55, Vermont",0,3.08,0.5,-1,LOSS,0
1/29/2026,Stetson,North Florida,A,North Florida -0.08,Stetson +1.5 (-108),Stetson -1,"84-77, Stetson",0,7.08,6,2.5,WIN,0
1/29/2026,Western Carolina,East Tennessee St.,A,East Tennessee St. -10.13,Western Carolina +10.5 (-102),Western Carolina +9.5,"90-88, Western Carolina",0,12.13,11.5,1,WIN,0
1/29/2026,North Carolina A&T,Monmouth,A,Monmouth -6.61,North Carolina A&T +8.5 (-105),North Carolina A&T +9.5,"83-81, Monmouth",0,4.61,7.5,-1,WIN,0
1/29/2026,Hampton,Drexel,A,Drexel -5.46,Drexel -3.5 (-115),Drexel -2.5,"58-51, Drexel",0,1.54,4.5,-1,WIN,0
1/29/2026,Fairleigh Dickinson,Stonehill,A,Stonehill -0.98,Fairleigh Dickinson +1.5 (-108),Fairleigh Dickinson +2,"58-57, Stonehill",0,0.02,1,-0.5,WIN,0
1/29/2026,UNC Greensboro,Mercer,A,Mercer -13.8,Mercer -12.5 (-105),Mercer -11,"95-77, Mercer",0,4.2,7,-1.5,WIN,0
1/29/2026,VMI,The Citadel,A,The Citadel -2.71,The Citadel -2.5 (-102),The Citadel -2.5,"80-56, The Citadel",0,21.29,21.5,0,WIN,0
1/29/2026,New Haven,Mercyhurst,A,Mercyhurst -5.7,Mercyhurst -5.5 (-115),Mercyhurst -5.5,"70-51, Mercyhurst",0,13.3,13.5,0,WIN,0
1/29/2026,North Alabama,Florida Gulf Coast,A,Florida Gulf Coast -11.66,Florida Gulf Coast -8.5 (-112),Florida Gulf Coast -9.5,"72-64, Florida Gulf Coast",0,3.66,1.5,1,LOSS,0
1/29/2026,SIU Edwardsville,Morehead St.,A,Morehead St. -1.28,SIU Edwardsville +1.5 (-110),SIU Edwardsville +1.5,"67-65, Morehead St.",0,0.72,0.5,0,LOSS,0
1/29/2026,Central Connecticut,Wagner,A,Wagner -1.6,Wagner +1.5 (-122),Wagner +2.5,"62-55, Central Connecticut",1,8.6,4.5,-1,LOSS,-1
1/29/2026,Florida Atlantic,Memphis,A,Florida Atlantic -0.56,Florida Atlantic +2.5 (-115),Florida Atlantic +3.5,"92-65, Memphis",1,27.56,23.5,-1,LOSS,-1
1/29/2026,Utah Valley,Tarleton St.,A,Utah Valley -4.47,Tarleton St. +5.5 (-115),Tarleton St. +6,"83-55, Utah Valley",0,23.53,22,-0.5,LOSS,0
1/29/2026,Utah Tech,Abilene Christian,A,Abilene Christian -2.61,Abilene Christian -2.5 (-110),Abilene Christian -3,"76-70, Utah Tech",0,8.61,9,0.5,LOSS,0
1/29/2026,Appalachian St.,Southern Miss,A,Southern Miss -1.17,Appalachian St. +1.5 (-115),Appalachian St. -1.5,"70-63, Appalachian St.",0,8.17,5.5,3,WIN,0
1/29/2026,Penn St.,Northwestern,A,Northwestern -7.91,Penn St. +8.5 (-118),Penn St. +7.5,"94-73, Northwestern",0,13.09,13.5,1,LOSS,0
1/29/2026,Georgia St.,Louisiana  ,A,Louisiana -0.14,Louisiana +1.5 (-102),Louisiana +1.5,"82-72, Louisana",0,10.14,8.5,0,LOSS,0
1/29/2026,Eastern Washington,Northern Arizona,A,Eastern Washington -2.83,Eastern Washington -1.5 (-112),Eastern Washington -2.5,"92-86, Northern Arizona",0,8.83,8.5,1,LOSS,0
1/29/2026,Coastal Carolina,South Alabama,A,South Alabama -3.04,Coastal Carolina +5.5 (-112),Coastal Carolina +3.5,"53-48, South Alabama",0,1.96,1.5,2,WIN,0
1/29/2026,North Dakota,St. Thomas,A,St. Thomas -11.92,North Dakota +12.5 (-105),North Dakota +11.5,"81-80, North Dakota",0,12.92,12.5,1,WIN,0
1/29/2026,Southern Utah,UT Arlington,A,UT Arlington -7.98,Southern Utah +8.5 (-112),Southern Utah +9,"80-61, UT Arlington",0,11.02,10,-0.5,LOSS,0
1/29/2026,Oral Roberts,South Dakota,A,South Dakota -5.72,South Dakota -4.5 (-18),South Dakota -3.5,"77-69, South Dakota",0,2.28,4.5,-1,WIN,0
1/29/2026,Tennessee Martin,Eastern Illinois,A,Tennessee Martin -2.56,Eastern Illinois +4.5 (-112),Eastern Illinois +4,"76-68, Tennessee Martin",0,5.44,4,0.5,LOSS,0
1/29/2026,Lindenwood,Southern Indiana,A,Lindenwood -2.76,Southern Indiana +4.5 (-115),Southern Indiana +5,"73-60, Lindenwood",0,10.24,8,-0.5,LOSS,0
1/29/2026,Little Rock,Tennessee St.,A,Tennessee St. -8.58,Tennessee St. -5.5 (-108),Tennessee St. -4.5,"70-63, Tennessee St.",1,1.58,2.5,-1,WIN,0.925925926
1/29/2026,Southeast Missouri St.,Western Illinois,A,Southeast Missouri St. -7.2,Western Illinois +8.5 (-110),Western Illinois +10.5,"78-74, Southeast Missouri St.",0,3.2,6.5,-2,WIN,0
1/29/2026,Washington,Illinois  ,A,Illinois -14.47,Illinois -12.5 (-118),Illinois -12.5,"75-66, Illinois",0,5.47,3.5,0,LOSS,0
1/29/2026,UNC Wilmington,Towson,A,Towson -1.26,UNC Wilmington +1.5 (-108),UNC Wilmington +1,"82-73, UNC Wilmington",0,10.26,10,0.5,WIN,0
1/29/2026,Idaho,Northern Colorado,A,Northern Colorado -1.49,Idaho +2.5 (-105),Idaho +3,"91-83, Northern Colorado",0,6.51,5,-0.5,LOSS,0
1/29/2026,Presbyterian,High Point,A,High Point -14.37,Presbyterian +17.5 (-118),Presbyterian +14.5,"84-81, High Point",1,11.37,11.5,3,WIN,0.847457627
1/29/2026,Cal Poly,Cal St. Bakersfield,A,Cal St. Bakersfield -0.86,Cal Poly +1.5 (-112),Cal Poly -1.5,"104-79, Cal Poly",0,25.86,23.5,3,WIN,0
1/29/2026,UC Davis,Cal St. Northridge,A,Cal St. Northridge -2.45,Cal St. Northridge -1.5 (-108),Cal St. Northridge -3.5,"94-78, Cal St. Northridge",0,13.55,12.5,2,WIN,0
1/29/2026,Montana,Portland St.,A,Portland St. -3.64,Montana +4.5 (-115),Montana +5,"64-60, Montana",0,7.64,9,-0.5,WIN,0
1/29/2026,UC Santa Barbara,UC San Diego,A,UC San Diego -5.05,UC San Diego -4.5 (-112),UC San Diego -4,"62-48, UC Santa Barbara",0,19.05,18,-0.5,LOSS,0
1/29/2026,Long Beach St.,UC Riverside,A,Long Beach St. -0.22,UC Riverside +1.5 (-125),UC Riverside +1,"71-61, UC Riverside",0,10.22,11,0.5,WIN,0
1/29/2026,Montana St.,Sacramento St.,A,Montana St. -5.8,Montana St. -5.5 (-112),Montana St. -4.5,"83-80, Sacramento St.",0,8.8,7.5,-1,LOSS,0
1/29/2026,Hawaii,UC Irvine,A,Hawaii -0.04,Hawaii +1.5 (-118),Hawaii +2,"87-76, UC Irvine",0,11.04,9,-0.5,LOSS,0
1/30/2026,Georgia Southern,Louisiana Monroe,A,Georgia Southern -9.64,Louisiana Monroe +11.5 (-110),Louisiana Monroe +13.5,"79-76, Georgia Southern",0,6.64,10.5,-2,WIN,0
1/30/2026,Kent St.,Akron,A,Akron -9.52,Kent St. +11.5 (-112),Kent St. +10.5,"69-52, Akron",0,7.48,6.5,1,LOSS,0
1/30/2026,Princeton,Cornell,A,Cornell -5.81,Cornell -5.5 (-112),Cornell -7.5,"87-64, Cornell",0,17.19,15.5,2,WIN,0
1/30/2026,IU Indy,Youngstown St.,A,Youngstown St. -9.96,IU Indy +10.5 (-105),IU Indy +11.5,"85-76, Youngstown St.",0,0.96,2.5,-1,WIN,0
1/30/2026,Siena,Niagara,A,Siena -10.33,Siena -9.5 (-105),Siena -10,"82-79, Siena",0,7.33,7,0.5,LOSS,0
1/30/2026,Providence,Villanova,A,Villanova -8.54,Villanova -8.5 (-110),Villanova -9,"87-73, Villanova",0,5.46,5,0.5,WIN,0
1/30/2026,Northern Kentucky,Detroit Mercy,A,Northern Kentucky -2.39,Detroit Mercy +5.5 (-108),Detroit Mercy +6,"90-77, Detroit Mercy",1,15.39,19,-0.5,WIN,0.925925926
1/30/2026,Harvard,Brown,A,Brown -0.28,Brown +2.5 (-115),Brown +1.5,"69-59, Harvard",1,10.28,8.5,1,LOSS,-1
1/30/2026,Penn  ,Columbia,A,Columbia -5.81,Columbia -5.5 (-105),Columbia -4.5,"72-67, Columbia",0,0.81,0.5,-1,LOSS,0
1/30/2026,Fairfield,Iona,A,Iona -2.61,Fairfield +3.5 (-115),Fairfield +2,"71-70, Fairfield",0,3.61,3,1.5,WIN,0
1/30/2026,Dartmouth,Yale,A,Yale -15.19,Yale -14.5 (-120),Yale -15.5,"83-68, Yale",0,0.19,0.5,1,WIN,0
1/30/2026,Sacred Heart,Quinnipiac,A,Quinnipiac -10.43,Quinnipiac -8.5 (-112),Quinnipiac -9,"98-91, Sacred Heart",0,17.43,16,0.5,LOSS,0
1/30/2026,Cleveland St.,Green Bay,A,Green Bay -11.44,Green Bay -7.5 (-115),Green Bay -7.5,"89-82, Cleveland St.",1,18.44,14.5,0,LOSS,-1
1/30/2026,Marist,Canisius,A,Marist -10.03,Canisius +11.5 (-115),Canisius +9.5,"88-86, Marist",0,8.03,7.5,2,WIN,0
1/30/2026,Rider,Manhattan,A,Manhatton -5.08,Rider +6.5 (-112),Rider +5.5,"95-90, Manhattan",0,10.08,0.5,1,WIN,0
1/30/2026,Michigan  ,Michigan St.,A,Michigan -3.27,Michigan -1.5 (-118),Michigan -2,"83-71, Michigan",0,8.73,10,0.5,WIN,0
1/30/2026,Dayton,Saint Louis,A,Saint Louis -9.73,Dayton +11.5 (-110),Dayton +9,"102-71, Saint Louis",0,21.27,22,2.5,LOSS,0
1/30/2026,Wright St.,Milwaukee,A,Wright St. -3.95,Wright St. -3.5 (-102),Wright St. -2.5,"76-69, Wright St.",0,3.05,4.5,-1,WIN,0
1/30/2026,Mount St. Mary's,Saint Peter's,A,Saint Peter's -9.07,Saint Peter's -7.5 (-102),Saint Peter's -6,"66-58, Saint Peter's",0,1.07,2,-1.5,WIN,0
1/30/2026,Boise St.,Grand Canyon,A,Grand Canyon -2.95,Grand Canyon -1.5 (-115),Grand Canyon -1,"86-69, Grand Canyon",0,14.05,16,-0.5,WIN,0
1/30/2026,Loyola Chicago,VCU,A,VCU -19.59,VCU -19.5 (-105),VCU -18.5,"89-75, VCU",0,5.59,4.5,-1,LOSS,0
1/30/2026,UNLV,Nevada,A,Nevada -8.29,UNLV +8.5 (-115),UNLV +7.5,"89-76, Nevada",0,4.71,5.5,1,LOSS,0
1/30/2026,Rice ,Charlotte,A,Charlotte -6.94,Charlotte -6.5 (-110),Charlotte -4.5,"80-70, Charlotte",0,3.06,5.5,-2,WIN,0
1/31/2026,Texas Tech,UCF,A,Texas Tech -4.18,UCF +5.5 (-112),UCF +5,"88-80, UCF",0,12.18,13,0.5,WIN,0
1/31/2026,Duke,Virginia Tech,A,Duke -10.98,Virginia Tech +11.5 (-110),Virginia Tech +13,"72-58, Duke",0,3.02,1,-1.5,LOSS,0
1/31/2026,Cincinnati,Houston,A,Houston -13.91,Cincinnati +14.5 (-118),Cincinnati +13.5,"76-54, Houston",0,8.09,8.5,1,LOSS,0
1/31/2026,Georgetown,Butler,A,Butler -6.25,Butler -5.5 (-110),Butler -5.5,"77-64, Georgetown",0,19.25,18.5,0,LOSS,0
1/31/2026,Marquette,Seton Hall,A,Seton Hall -6.71,Marquette +7.5 (-108),Marquette +6,"69-64, Seton Hall",0,1.71,1,1.5,WIN,0
1/31/2026,Pittsburgh,Clemson,A,Clemson -12.21,Pittsburgh +12.5 (-118),Pittsburgh +10.5,"63-52, Clemson",0,1.21,0.5,2,WIN,0
1/31/2026,Campbell,William & Mary,A,William & Mary -6.86,Campbell +7.5 (-115),Campbell +9,"104-96, Campbell",0,14.86,17,-1.5,WIN,0
1/31/2026,Stony Brook,Elon,A,Elon -5.33,Elon -4.5 (-112),Elon -5,"72-68, Stony Brook",0,9.33,9,0.5,LOSS,0
1/31/2026,Ball St.,Toledo,A,Toledo -8.59,Ball St. +9.5 (-118),Ball St. +8,"73-55, Toledo",0,9.41,10,1.5,LOSS,0
1/31/2026,Texas A&M,Georgia,A,Georgia -3,Texas A&M +3.5 (-110),Texas A&M +4,"92-77, Texas A&M",0,18,19,-0.5,WIN,0
